geo_id,sale_date,acutal_sale_price,sale_value,essence,sale_percentage,city,construction_year,square_meters,n_rooms,se
006491-0086-041-00,26/12/2018,"1,825,803","1,825,803",building apartment,1,kiryat ono,2018,87,3,4.441788424
006491-0086-041-00,28/11/2019,"1,965,803","1,965,803",building apartment,1,kiryat ono,2019,86,3,0.730302078
006491-0086-042-00,16/04/2019,"2,275,803","2,275,803",building apartment,1,kiryat ono,2018,113,4,2.191796622
006491-0086-042-00,18/07/2019,"2,475,803","2,475,803",building apartment,1,kiryat ono,2019,133,5,5.508446293
006491-0086-043-00,28/03/2019,"2,215,803","2,215,803",building apartment,1,kiryat ono,2018,105,4,3.341416918
006491-0086-043-00,18/07/2019,"2,215,003","2,215,003",building apartment,1,kiryat ono,2019,105,4,3.353782459
006491-0086-043-00,10/11/2019,"2,304,803","2,304,803",building apartment,1,kiryat ono,2019,105,4,0.365502949
006491-0086-044-00,25/02/2019,"2,205,803","2,205,803",building apartment,1,kiryat ono,2018,105,4,3.20123107
006491-0086-044-00,14/07/2019,"2,267,103","2,267,103",building apartment,1,kiryat ono,2019,105,4,2.284656726
006491-0086-044-00,29/07/2019,"2,303,503","2,303,503",building apartment,1,kiryat ono,2019,105,4,1.277180177
006491-0086-045-00,26/02/2018,"2,615,950","2,615,950",building apartment,1,kiryat ono,2018,134,5,0.119438558
006491-0086-045-00,02/07/2019,"2,173,000","2,192,000",building apartment,1,kiryat ono,2022,111,4,3.065824003
006491-0086-045-00,15/07/2019,"2,245,103","2,245,103",building apartment,1,kiryat ono,2019,114,4,1.092548691
006491-0086-046-00,17/07/2018,"1,885,850","1,885,850",building apartment,1,kiryat ono,2018,86,3,0.125055737
006491-0086-046-00,11/07/2019,"1,845,269","1,845,269",building apartment,1,kiryat ono,2019,86,3,1.016101253
006491-0086-046-00,23/07/2019,"1,835,469","1,835,469",building apartment,1,kiryat ono,2019,86,3,2.259121392
006491-0086-047-00,17/07/2018,"2,335,850","2,335,850",building apartment,1,kiryat ono,2018,113,4,5.631927427
006491-0086-047-00,23/07/2019,"2,532,703","2,532,703",building apartment,1,kiryat ono,2019,133,5,3.381011434
006491-0086-047-00,26/07/2019,"2,563,803","2,563,803",building apartment,1,kiryat ono,2019,131,5,1.828318146
006491-0086-048-00,22/11/2018,"2,313,303","2,313,303",building apartment,1,kiryat ono,2018,105,4,3.723430666
006491-0086-048-00,18/07/2019,"2,311,903","2,311,903",building apartment,1,kiryat ono,2019,105,4,4.437904752
006491-0086-049-00,02/12/2018,"2,305,803","2,305,803",building apartment,1,kiryat ono,2018,105,4,4.068505678
006491-0086-049-00,18/07/2019,"2,322,403","2,322,403",building apartment,1,kiryat ono,2019,105,4,0.124392215
006491-0086-050-00,01/11/2018,"2,645,803","2,645,803",building apartment,1,kiryat ono,2018,134,5,4.812363628
006491-0086-050-00,17/07/2019,"2,314,703","2,314,703",building apartment,1,kiryat ono,2019,114,4,5.728812597
006491-0086-051-00,12/03/2019,"1,915,803","1,915,803",building apartment,1,kiryat ono,2018,87,3,1.388750768
006491-0086-051-00,12/08/2019,"1,827,469","1,827,469",building apartment,1,kiryat ono,2019,86,3,0.808517032
006491-0086-051-00,05/12/2019,"1,930,803","1,930,803",building apartment,1,kiryat ono,2019,86,3,3.654506047
006491-0086-052-00,11/07/2019,"2,601,803","2,601,803",building apartment,1,kiryat ono,2019,133,5,4.537222166
006491-0086-053-00,21/07/2019,"2,335,603","2,335,603",building apartment,1,kiryat ono,2019,105,4,0.131352789
006491-0086-054-00,19/01/2020,"2,385,803","2,385,803",building apartment,1,kiryat ono,2019,105,4,3.752230152
006491-0086-054-00,24/02/2020,"2,362,803","2,362,803",building apartment,1,kiryat ono,2019,105,4,0.170435785
006491-0086-055-00,14/03/2019,"2,678,803","2,678,803",building apartment,1,kiryat ono,2018,134,5,6.54335059
006491-0086-055-00,17/12/2019,"2,405,803","2,405,803",building apartment,1,kiryat ono,2019,111,4,2.485569584
006491-0086-056-00,07/04/2019,"1,925,803","1,925,803",building apartment,1,kiryat ono,2018,87,3,2.617647761
006491-0086-056-00,13/01/2020,"2,025,603","2,025,603",building apartment,1,kiryat ono,2019,86,3,4.711743031
006491-0086-056-00,12/02/2020,"2,009,903","2,009,903",building apartment,1,kiryat ono,2019,86,3,4.373040177
006491-0086-057-00,02/05/2019,"2,310,803","2,310,803",building apartment,1,kiryat ono,2018,113,4,4.908604972
006491-0086-058-00,30/05/2019,"2,350,803","2,350,803",building apartment,1,kiryat ono,2018,105,4,0.13773682
006491-0086-058-00,14/07/2019,"2,342,703","2,342,703",building apartment,1,kiryat ono,2019,105,4,4.357311873
006491-0086-058-00,31/07/2019,"2,240,202","2,240,202",building apartment,1,kiryat ono,2019,105,4,5.215077763
006491-0086-059-00,10/04/2019,"2,280,803","2,280,803",building apartment,1,kiryat ono,2018,105,4,4.732687075
006491-0086-059-00,14/02/2020,"2,355,803","2,355,803",building apartment,1,kiryat ono,2019,105,4,4.933543757
006491-0086-060-00,20/02/2018,"2,782,750","2,782,750",building apartment,1,kiryat ono,2018,134,5,2.608065115
006491-0086-060-00,09/01/2020,"2,435,803","2,435,803",building apartment,1,kiryat ono,2019,114,4,2.202979305
006491-0086-060-00,09/01/2020,"2,435,803","2,435,803",building apartment,1,kiryat ono,2019,114,4,0.432004428
006491-0086-061-00,16/05/2019,"2,005,803","2,005,803",building apartment,1,kiryat ono,2018,87,3,3.350398234
006491-0086-061-00,17/07/2019,"1,916,869","1,916,869",building apartment,1,kiryat ono,2019,86,3,1.013820021
006491-0086-061-00,14/02/2020,"2,029,503","2,029,503",building apartment,1,kiryat ono,2019,86,3,2.173518643
006491-0086-062-00,25/11/2018,"200,000","200,000",building apartment,1,kiryat ono,2018,113,4,0.066196752
006491-0086-062-00,25/09/2019,"2,502,925","2,502,925",building apartment,1,kiryat ono,2019,133,5,3.764018181
006491-0086-064-00,12/02/2019,"2,705,803","2,705,803",building apartment,1,kiryat ono,2018,114,4,6.286975455
006491-0086-066-00,31/10/2018,"2,805,803","2,805,803",building apartment,1,kiryat ono,2018,125,5,6.929281117
006491-0086-068-00,14/02/2020,"2,655,803","2,655,803",building apartment,1,kiryat ono,2018,114,4,0.562805914
006491-0086-069-00,16/05/2019,"2,935,803","2,935,803",building apartment,1,kiryat ono,2018,125,5,1.239649549
006491-0086-070-00,11/12/2019,"2,920,803","2,920,803",building apartment,1,kiryat ono,2018,125,5,2.519917733
006491-0086-071-00,02/07/2019,"2,173,000","2,192,000",building apartment,0.68,kiryat ono,2022,108,4,5.428211224
006491-0086-071-00,02/07/2019,"3,202,200","3,202,200",building apartment,1,kiryat ono,2022,153,5,0.264695502
006491-0086-071-00,31/10/2019,"3,830,803","3,830,803",building apartment,1,kiryat ono,2019,153,5,9.280176241
006491-0086-072-00,02/10/2019,"2,705,803","2,705,803",building apartment,1,kiryat ono,2018,114,4,5.064758541
006491-0086-073-00,10/11/2019,"2,955,803","2,955,803",building apartment,1,kiryat ono,2018,125,5,3.513219309
006491-0086-201-15,29/11/2019,"2,275,803","2,275,803",building apartment,1,kiryat ono,2019,111,4,5.141849917
006491-0086-201-41,05/09/2019,"1,965,803","1,965,803",building apartment,1,kiryat ono,2019,86,3,4.947237771
006491-0086-201-42,04/02/2020,"2,732,303","2,732,303",building apartment,1,kiryat ono,2019,131,5,3.132744311
006491-0087-000-00,20/08/2017,"1,180,000","1,180,000",building apartment,0.5,kiryat ono,0,0,0,1.459183795
006491-0087-000-00,07/02/2018,"2,150,000","2,150,000",building apartment,1,kiryat ono,2017,110,4,4.02327381
006491-0087-000-00,24/08/2018,"2,215,803","2,215,803",building apartment,1,kiryat ono,2018,113,4,2.717354091
006491-0087-003-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,3.494751438
006491-0087-004-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,3.163136872
006491-0087-005-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,113,4,0.338014906
006491-0087-007-00,15/04/2018,"2,700,000","2,700,000",building apartment,1,kiryat ono,0,0,0,2.735647264
006491-0087-008-00,15/04/2018,"2,700,000","2,700,000",building apartment,0.972,kiryat ono,0,0,0,1.278455231
006491-0087-013-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,5.559894159
006491-0087-014-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,0.79028691
006491-0087-017-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,113,4,5.037447062
006491-0087-018-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,1.883333209
006491-0087-019-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,4.925413012
006491-0087-021-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,107,4,3.666283414
006491-0087-023-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,0.253943517
006491-0087-024-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,3.826326494
006491-0087-026-00,02/07/2019,"2,173,000","2,173,000",building apartment,1,kiryat ono,2022,105,4,0.365336501
006491-0087-028-00,02/07/2019,"2,192,000","2,192,000",building apartment,1,kiryat ono,2022,105,4,0.801554625
006491-0087-033-00,15/04/2018,1,"2,700,000",building apartment,1,kiryat ono,0,0,0,4.78E-07
006491-0087-034-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,2.459404845
006491-0087-037-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,105,4,3.258601978
006491-0087-037-00,26/11/2018,"180,000","180,000",building apartment,1,kiryat ono,2018,113,4,0.416049981
006491-0087-052-00,02/07/2019,"2,173,000","2,173,000",building apartment,1,kiryat ono,2022,105,4,2.685824876
006491-0087-062-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,113,4,0.738138054
006491-0087-065-00,15/04/2018,"2,171,000","2,171,000",building apartment,1,kiryat ono,2018,124,5,0.036443436
006491-0087-065-00,25/07/2018,"740,000","740,000",building apartment,1,kiryat ono,2018,124,5,0.175932346
006491-0089-000-00,16/12/2019,"1,171,500","1,171,500",building apartment,0.5,kiryat ono,2016,109,4,0.739549551
006491-0089-002-00,07/05/2019,"2,590,000","2,590,000",building apartment,1,kiryat ono,2013,125,4,5.519446831
006491-0089-004-00,26/10/2017,"100,000","100,000",building apartment,0.062,kiryat ono,1980,113,4,0.008435768
006491-0089-004-00,13/06/2017,"2,255,850","2,255,850",building apartment,1,kiryat ono,2014,107,4,1.775969347
006491-0089-007-00,19/09/2017,"1,980,000","1,980,000",building apartment,1,kiryat ono,2017,101,5,1.315489205
006491-0089-007-00,02/07/2019,"22,000","22,000",building apartment,1,kiryat ono,0,0,0,0.017561055
006491-0089-010-00,23/08/2018,"1,125,000","1,125,000",building apartment,0.027,kiryat ono,2017,123,4,0.292445261
006491-0089-017-00,27/12/2017,"2,320,000","2,320,000",building apartment,1,kiryat ono,2017,110,4,2.182351396
006491-0089-031-00,10/02/2019,"2,250,000","2,250,000",building apartment,1,kiryat ono,2017,123,4,0.424359744
006491-0089-034-00,19/09/2017,"1,800,000","1,800,000",building apartment,1,kiryat ono,2017,1,4,1.355406453
006491-0089-048-00,19/09/2017,"1,900,000","1,900,000",building apartment,1,kiryat ono,2017,101,4,1.071334966
006491-0089-055-00,05/08/2019,"2,330,000","2,330,000",building apartment,1,kiryat ono,2014,110,4,1.598229135
006491-0089-062-00,08/03/2018,"30,600","30,600",building apartment,1,kiryat ono,2018,30,1,0.074941357
006491-0089-072-00,14/09/2017,"3,450,850","3,450,850",building apartment,1,kiryat ono,2014,176,5,2.307034647
006491-0090-002-30,30/11/2017,"2,135,850","2,135,850",building apartment,1,kiryat ono,2018,107,4,3.054826972
006491-0090-013-00,03/01/2018,"1,620,000","1,620,000",building apartment,0.75,kiryat ono,2017,125,4,0.547909967
006491-0090-035-00,27/11/2017,"1,100,000","1,100,000",building apartment,0.5,kiryat ono,2014,90,4,0.235741152
006491-0091-000-00,11/07/2019,"2,290,000","2,290,000",building apartment,1,kiryat ono,2016,123,4,3.457754936
006491-0091-024-00,20/08/2017,"1,180,000","1,180,000",building apartment,0.5,kiryat ono,2014,123,4,0.56216159
006491-0091-026-00,29/06/2018,"2,100,000","2,100,000",building apartment,1,kiryat ono,2016,123,4,2.256164843
006491-0094-005-00,11/12/2017,"1,930,000","1,930,000",building apartment,1,kiryat ono,2007,106,3.5,3.733532161
006491-0094-039-00,12/03/2018,"2,480,000","2,480,000",building apartment,1,kiryat ono,2008,128,4,1.219546265
006491-0094-051-00,22/09/2019,"1,900,000","1,900,000",building apartment,1,kiryat ono,2006,107,4,4.161404316
006491-0096-008-00,28/05/2018,"1,300,000","1,300,000",building apartment,1,kiryat ono,1970,45,2,2.458365762
006491-0097-001-00,04/09/2018,"915,000","915,000",building apartment,1,kiryat ono,1970,56,4,0.104451562
006491-0097-002-00,04/09/2018,"915,000","915,000",building apartment,1,kiryat ono,1970,56,1,1.999690846
006491-0098-007-00,28/07/2019,"3,100,000","3,100,000",building apartment,1,kiryat ono,2017,112,4.5,2.933260895
006491-0102-000-00,24/04/2018,"1,175,000","1,175,000",building apartment,0.5,kiryat ono,2018,99,4,1.362017926
006491-0102-000-00,29/07/2018,"1,405,999","1,405,999",building apartment,0.5,kiryat ono,2018,119,5,2.327330841
006491-0102-000-00,12/10/2018,"1,315,000","1,315,000",building apartment,0.5,kiryat ono,2018,118,5,2.464027474
006491-0102-000-00,18/09/2019,"1,853,000","1,853,000",building apartment,0.5,kiryat ono,2019,137,5.5,4.348969142
006491-0102-004-09,18/05/2018,"1,138,499","1,138,499",building apartment,0.5,kiryat ono,2018,99,4,0.281257906
006491-0102-004-12,16/07/2018,"1,342,499","1,342,499",building apartment,0.5,kiryat ono,2017,119,5,0.777347146
006491-0102-008-00,17/07/2018,"2,700,000","2,700,000",building apartment,1,kiryat ono,2018,119,5,4.823262106
006491-0102-010-00,12/06/2018,"1,242,499","1,242,499",building apartment,0.5,kiryat ono,2018,109,4,2.592949412
006491-0102-014-00,20/09/2018,"1,275,000","1,275,000",building apartment,0.5,kiryat ono,2018,109,4,0.723867337
006491-0102-032-00,27/11/2018,"3,296,000","3,296,000",building apartment,1,kiryat ono,2018,129,5,5.759229209
006491-0102-033-00,23/08/2018,"1,365,999","1,365,999",building apartment,0.5,kiryat ono,2018,109,4,1.334688035
006491-0102-038-00,03/05/2019,"1,591,500","1,591,500",building apartment,0.5,kiryat ono,2019,155,5,1.138218438
006491-0112-003-00,15/09/2019,"2,100,000","2,100,000",building apartment,1,kiryat ono,1970,106,5,0.023986146
006491-0112-008-00,05/12/2017,"2,080,000","2,080,000",building apartment,1,kiryat ono,1970,106,5,4.934806684
006491-0112-016-00,20/06/2017,"860,000","860,000",building apartment,0.5,kiryat ono,1970,105,5,1.639797504
006491-0112-016-00,11/09/2019,"1,090,000","1,090,000",building apartment,0.5,kiryat ono,1988,106,5,0.004654509
006491-0112-034-00,27/07/2017,"2,290,000","2,290,000",building apartment,1,kiryat ono,2015,109,4,0.955256652
006491-0112-034-00,21/03/2018,"2,200,000","2,200,000",building apartment,1,kiryat ono,2014,110,4,4.310730148
006491-0113-000-00,04/03/2019,"2,970,000","2,970,000",building apartment,1,kiryat ono,2022,128,5,2.420676899
006491-0113-000-00,14/05/2019,"4,580,000","4,580,000",building apartment,1,kiryat ono,2022,212,6,4.059234733
006491-0113-015-00,30/07/2018,"1,750,000","1,750,000",building apartment,1,kiryat ono,1970,82,4,3.055236734
006491-0113-016-19,10/10/2019,"2,860,000","2,860,000",building apartment,1,kiryat ono,2021,125,5,5.903002377
006491-0113-016-21,09/07/2019,"3,650,000","3,650,000",building apartment,1,kiryat ono,2022,168,6,4.080859673
006491-0113-016-21,09/07/2019,"3,650,000","3,650,000",building apartment,1,kiryat ono,2022,168,6,8.217331928
006491-0113-018-17,22/01/2020,"2,750,000","2,750,000",building apartment,1,kiryat ono,2022,118,5,3.474837016
006491-0113-018-18,01/03/2020,"2,930,000","2,930,000",building apartment,1,kiryat ono,2022,123,5,0.298110429
006491-0113-020-00,07/03/2019,"3,630,000","3,630,000",building apartment,1,kiryat ono,2022,159,6,5.810787398
006491-0113-020-00,14/03/2019,"3,680,000","3,680,000",building apartment,1,kiryat ono,2022,161,6,6.868578293
006491-0113-021-00,15/05/2019,"3,630,000","3,630,000",building apartment,1,kiryat ono,2022,165,6,4.262306628
006491-0113-022-00,26/06/2019,"4,650,000","4,650,000",building apartment,1,kiryat ono,2022,210,6,7.857765716
006491-0114-010-00,19/12/2019,"2,120,000","2,120,000",building apartment,1,kiryat ono,1980,111,3,0.749106237
006491-0114-029-00,13/03/2019,"1,975,000","1,975,000",building apartment,1,kiryat ono,2015,100,5,1.538591099
006491-0115-000-00,29/01/2019,"1,700,000","1,700,000",building apartment,1,kiryat ono,2019,85,2.5,3.489372464
006491-0115-008-00,28/05/2018,"300,000","300,000",building apartment,0.25,kiryat ono,1980,106,5,0.33185861
006491-0115-008-18,17/02/2019,"2,200,000","2,200,000",building apartment,1,kiryat ono,2019,107,3.5,0.448388904
006491-0115-017-00,02/01/2018,"1,960,000","1,960,000",building apartment,1,kiryat ono,1960,57,4,2.661732223
006491-0115-017-00,03/04/2019,"2,190,000","2,190,000",building apartment,1,kiryat ono,2019,105,4,0.613500543
006491-0115-032-00,17/09/2018,"1,900,000","1,900,000",building apartment,1,kiryat ono,1970,82,5,0.447460148
006491-0116-004-00,04/01/2018,"2,185,000","2,185,000",building apartment,1,kiryat ono,1960,107,4,3.102525533
006491-0116-012-00,23/10/2017,"1,910,000","1,910,000",building apartment,1,kiryat ono,1960,107,5,3.440957833
006491-0116-015-00,13/02/2019,"2,165,000","2,165,000",building apartment,1,kiryat ono,1970,107,5,1.167853997
006491-0116-017-00,29/05/2017,"1,990,000","1,990,000",building apartment,1,kiryat ono,1970,107,5,4.914849478
006491-0116-026-00,02/08/2018,"1,843,000","1,843,000",building apartment,1,kiryat ono,1950,61,5,1.502562847
006491-0116-036-00,19/02/2018,"2,150,000","2,150,000",building apartment,1,kiryat ono,1970,61,5,3.974058594
006491-0116-037-00,27/03/2018,"2,060,000","2,060,000",building apartment,1,kiryat ono,1970,100,4,2.585502948
006491-0122-007-00,30/04/2019,"1,935,000","1,935,000",building apartment,1,kiryat ono,1970,103,4,3.057712393
006491-0122-025-00,07/04/2019,"1,830,000","1,830,000",building apartment,1,kiryat ono,1970,103,4,4.105870744
006491-0122-040-00,20/08/2017,"2,065,000","2,065,000",building apartment,1,kiryat ono,2015,96,4,2.854244455
006491-0122-050-00,10/12/2018,"1,905,000","1,905,000",building apartment,1,kiryat ono,1970,103,3,4.705375334
006491-0122-051-00,12/01/2020,"1,900,000","1,900,000",building apartment,1,kiryat ono,1970,58,5,3.609281638
006491-0122-061-00,19/02/2019,"1,900,000","1,900,000",building apartment,1,kiryat ono,1970,103,5,0.823159717
006491-0122-077-00,15/01/2018,"1,930,000","1,930,000",building apartment,1,kiryat ono,1970,100,5,4.595985537
006491-0122-079-00,30/05/2018,"2,200,000","2,200,000",building apartment,1,kiryat ono,1970,103,5,3.690998981
006491-0122-081-00,05/06/2018,"1,005,000","1,005,000",building apartment,0.5,kiryat ono,1970,100,4,1.65181145
006491-0123-013-00,25/02/2020,"1,725,000","1,725,000",building apartment,1,kiryat ono,1970,102,4,3.775745765
006491-0125-009-00,13/03/2018,"1,770,000","1,770,000",building apartment,1,kiryat ono,1970,103,5.5,2.205201925
006491-0125-011-00,19/03/2018,"1,840,000","1,840,000",building apartment,1,kiryat ono,1970,99,4,3.223709941
006491-0125-018-00,25/07/2018,"1,850,000","1,850,000",building apartment,1,kiryat ono,1980,99,4,2.62704006
006491-0127-006-00,16/01/2019,"1,950,000","1,950,000",building apartment,1,kiryat ono,1970,101,4,3.782938214
006491-0127-007-00,02/06/2019,"1,930,000","1,930,000",building apartment,1,kiryat ono,1970,99,4,1.570879944
006491-0127-016-00,08/12/2019,"2,027,000","2,027,000",building apartment,1,kiryat ono,1970,103,3.5,4.775521084
006491-0127-021-00,10/06/2019,"573,334","573,334",building apartment,0.333,kiryat ono,1970,103,5,1.043573458
006491-0127-027-00,30/10/2017,"1,930,000","1,930,000",building apartment,1,kiryat ono,1983,101,4,2.058738682
006491-0130-022-00,26/12/2017,"2,300,000","2,300,000",building apartment,1,kiryat ono,2010,125,4,2.631019046
006491-0157-022-00,19/09/2019,"2,260,000","2,260,000",building apartment,1,kiryat ono,2015,121,4,2.222667164
006491-0165-015-00,05/02/2020,"2,345,000","2,345,000",building apartment,1,kiryat ono,2009,128,4.5,0.697437577
006491-0165-022-00,06/01/2020,"1,945,000","1,945,000",building apartment,1,kiryat ono,2012,82,3,3.757643276
006492-0062-002-00,03/09/2019,"4,000,000","4,000,000",building apartment,1,kiryat ono,1970,220,8,3.850120165
006492-0235-024-00,23/09/2018,"1,770,000","1,770,000",building apartment,1,kiryat ono,1968,75,3,1.903002357
006492-0237-018-00,05/05/2019,"500,000","500,000",building apartment,0.297,kiryat ono,1970,86,3,0.133009916
006492-0237-027-00,13/08/2018,"1,665,000","1,665,000",building apartment,1,kiryat ono,1970,74,3,3.128065744
006492-0238-009-00,16/07/2018,"1,700,000","1,700,000",building apartment,1,kiryat ono,1970,74,3,3.530088486
006492-0238-033-00,20/01/2020,"875,000","875,000",building apartment,0.5,kiryat ono,1970,68,3,2.005395286
006492-0238-039-00,01/05/2019,"1,825,000","1,825,000",building apartment,1,kiryat ono,1970,76,3,4.400856817
006492-0261-002-00,10/01/2019,"818,502","818,502",building apartment,0.23,kiryat ono,1960,136,4,2.106398775
006492-0272-002-00,15/05/2018,"1,017,000","1,017,000",building apartment,0.25,kiryat ono,1960,150,5,2.058497247
006493-0113-000-00,06/02/2020,"4,850,000","4,850,000",building apartment,1,kiryat ono,1982,215,5,0.798634313
006493-0315-000-00,25/03/2019,"2,620,000","2,620,000",building apartment,1,kiryat ono,2020,110,4,0.97753989
006493-0315-000-00,04/07/2019,"4,990,000","4,990,000",building apartment,1,kiryat ono,2018,176,5,11.49988971
006493-0315-001-00,19/03/2019,"1,640,000","1,640,000",building apartment,1,kiryat ono,2019,55,2,3.994266599
006493-0315-001-03,20/03/2019,"2,055,001","2,055,001",building apartment,1,kiryat ono,2019,78,3,0.512252909
006493-0315-001-04,10/07/2019,"3,049,998","3,049,998",building apartment,1,kiryat ono,2019,233,4,4.109731516
006493-0315-023-00,12/05/2019,"3,499,999","3,499,999",building apartment,1,kiryat ono,2018,140,5,1.630631999
006493-0316-000-00,17/07/2019,"1,699,999","1,699,999",building apartment,1,kiryat ono,0,0,0,1.950342953
006493-0316-000-00,22/08/2019,"4,797,999","4,797,999",building apartment,1,kiryat ono,2019,171,5,2.378708725
006493-0316-003-00,05/12/2019,"1,989,999","1,989,999",building apartment,1,kiryat ono,2018,78,3,0.743554964
006493-0316-010-00,06/08/2017,"1,812,000","1,812,000",building apartment,1,kiryat ono,1950,84,4,1.744534405
006493-0316-021-00,04/07/2019,"3,460,000","3,460,000",building apartment,1,kiryat ono,2019,172,5,0.010097986
006493-0316-024-00,11/02/2020,"3,529,999","3,529,999",building apartment,1,kiryat ono,2018,147,5,4.000375073
006493-0316-025-00,22/09/2019,"4,710,000","4,710,000",building apartment,1,kiryat ono,2019,171,5,2.052662363
006493-0316-713-22,31/12/2019,"3,190,000","3,190,000",building apartment,1,kiryat ono,2018,144,5,3.14192176
006493-0318-000-00,29/08/2018,"1,230,000","1,230,000",building apartment,1,kiryat ono,2018,102,5,2.189729923
006493-0318-000-00,21/03/2019,"2,065,999","2,065,999",building apartment,1,kiryat ono,2019,70,3,4.247396744
006493-0318-000-00,26/08/2019,"4,712,001","4,712,001",building apartment,1,kiryat ono,2018,171,5,6.580899244
006493-0318-000-00,28/11/2019,"2,949,999","2,949,999",building apartment,1,kiryat ono,2019,109,4,5.878309191
006493-0318-001-00,11/08/2019,"1,784,000","1,784,000",building apartment,1,kiryat ono,2020,60,2,2.814835785
006493-0318-003-00,30/04/2017,"600,000","600,000",building apartment,0.5,kiryat ono,0,0,0,1.346423737
006493-0318-007-23,10/06/2019,"3,175,000","3,175,000",building apartment,1,kiryat ono,2018,124,5,3.557536302
006493-0318-014-00,05/03/2019,"2,720,000","2,720,000",building apartment,1,kiryat ono,2021,171,5,3.383260494
006493-0318-015-00,10/04/2019,"2,537,998","2,537,998",building apartment,1,kiryat ono,2020,105,4,4.818473234
006493-0318-021-00,06/05/2019,"3,570,000","3,570,000",building apartment,1,kiryat ono,2018,144,5,1.470957398
006493-0318-024-00,17/10/2018,"3,730,000","3,730,000",building apartment,1,kiryat ono,2018,144,5,8.554511465
006493-0318-114-14,16/12/2019,"2,198,999","2,198,999",building apartment,1,kiryat ono,2018,86,4,1.148698526
006493-0319-004-00,15/04/2019,"1,600,000","1,600,000",building apartment,1,kiryat ono,2018,56,2,3.33622251
006493-0319-009-06,30/05/2019,"2,024,999","2,024,999",building apartment,1,kiryat ono,2018,78,3,1.926857678
006493-0319-014-00,16/12/2018,"740,000","740,000",building apartment,1,kiryat ono,2019,115,4,0.707216955
006493-0319-014-00,17/04/2019,"2,253,000","2,253,000",building apartment,1,kiryat ono,2018,92,4,4.103143952
006493-0319-021-00,30/07/2019,"3,549,999","3,549,999",building apartment,1,kiryat ono,2020,144,5,3.485340727
006493-0320-014-00,26/03/2019,"800,000","800,000",building apartment,0.5,kiryat ono,1980,95,4,0.896611801
006493-0321-011-00,02/04/2019,"1,710,000","1,710,000",building apartment,1,kiryat ono,1960,82,3,3.749333383
006493-0322-016-00,04/10/2018,"1,735,000","1,735,000",building apartment,1,kiryat ono,1960,76,3,4.119819615
006493-0325-016-00,07/09/2017,"155,000","155,000",building apartment,0.083,kiryat ono,1980,109,5,0.036113306
006493-0327-002-00,21/10/2018,"1,805,000","1,805,000",building apartment,1,kiryat ono,1970,92,3,0.768512466
006493-0327-010-00,08/04/2019,"1,900,000","1,900,000",building apartment,1,kiryat ono,1970,72,3,4.631453143
006493-0329-000-00,11/04/2018,"2,617,220","2,617,220",building apartment,1,kiryat ono,0,0,0,5.68782586
006493-0329-000-00,13/08/2018,"4,315,000","4,315,000",building apartment,1,kiryat ono,2017,148,5,1.239281689
006493-0329-000-00,23/04/2019,"2,400,000","2,400,000",building apartment,1,kiryat ono,2020,106,4,5.508595281
006493-0329-002-00,04/10/2018,"3,349,999","3,349,999",building apartment,1,kiryat ono,2018,135,5,2.100585327
006493-0329-003-00,19/02/2019,"3,349,999","3,349,999",building apartment,1,kiryat ono,2020,124,5,7.64412666
006493-0329-017-00,26/11/2018,"2,979,999","2,979,999",building apartment,1,kiryat ono,2017,124,5,7.024780627
006493-0329-018-00,03/04/2019,"3,049,999","3,049,999",building apartment,1,kiryat ono,2019,124,5,6.01649717
006493-0329-019-00,15/10/2019,"2,454,999","2,454,999",building apartment,1,kiryat ono,2019,92,4,3.7454417
006493-0329-021-00,26/07/2018,"3,289,999","3,289,999",building apartment,1,kiryat ono,2017,128,5,0.80079318
006493-0329-022-00,21/02/2019,"3,225,000","3,225,000",building apartment,1,kiryat ono,2019,128,5,1.045287971
006493-0329-023-00,11/04/2018,"2,617,220","2,617,220",building apartment,1,kiryat ono,2018,115,4,6.625967221
006493-0329-025-00,23/05/2019,"4,250,000","4,250,000",building apartment,1,kiryat ono,2019,148,5,6.651474315
006493-0329-026-00,10/02/2019,"4,850,001","4,850,001",building apartment,1,kiryat ono,2017,167,5,4.61749624
